dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered,n_dbl_sc,n_dbl_df,n_dbl_both,dbl_jaccard
GSE239721,PT21A,3910,3520,163,3357,PASS,OK,3126.94128134508,40101.5422797003,1284.46570471647,6430.59286804647,11.0193915773341,0.0221608780992668,11298,2878,FALSE,consensus_union,3126.94128134508,1284.46570471647,11.0193915773341,390,0,0.0997442455242967,0.03128,0.0463068181818182,10x,TRUE,96,97,30,0.184049079754601
GSE239721,PT22A,1786,1671,31,1640,PASS,OK,4362.87737815212,24824.3511363303,1831.4130609975,5687.82445743093,9.76618796732186,0.0391421231720402,10449,3237,FALSE,consensus_union,4362.87737815212,1831.4130609975,9.76618796732186,115,0,0.0643896976483762,0.014288,0.0185517654099342,10x,TRUE,17,20,6,0.193548387096774
GSE239721,PT23A,9781,4544,447,4097,PASS,OK,2062.62595960695,17296.7516644648,886.88659745787,4230.49464357052,8.07095261738372,0,5616,1845,FALSE,consensus_union,2062.62595960695,886.88659745787,8.07095261738372,5237,0,0.535425825580207,0.078248,0.0983714788732394,10x,TRUE,297,298,148,0.331096196868009
GSE239721,PT25A,364,270,4,266,P2-exclude,n_final=266 < 300,500,36359.1320672839,342.154092936741,8747.21671253933,13.6484661823184,0,3105.5,1553,FALSE,consensus_union,382.940659150891,342.154092936741,13.6484661823184,94,0,0.258241758241758,0.002912,0.0148148148148148,10x,TRUE,3,1,0,0
GSE239721,PT26A,1331,1182,17,1165,PASS,OK,4693.62571594289,44517.1894065322,1546.39999870256,7581.33471924234,6.29771424053571,0.0406707535749984,14738,3470,FALSE,consensus_union,4693.62571594289,1546.39999870256,6.29771424053571,149,0,0.111945905334335,0.010648,0.0143824027072758,10x,TRUE,9,11,3,0.176470588235294
GSE239721,PT27A,6372,5340,352,4988,PASS,OK,2857.65144719252,27179.3010572739,1096.76813541075,4915.97433032712,4.56439997121386,0.077606024444006,9028.5,2347,FALSE,consensus_union,2857.65144719252,1096.76813541075,4.56439997121386,1032,0,0.16195856873823,0.050976,0.0659176029962547,10x,TRUE,247,234,129,0.366477272727273
GSE239721,PT28A,9477,8035,777,7258,PASS,OK,4815.00983224473,27014.2802469337,1699.36522353064,5622.26463605617,5.74552467133966,0.0299116016032504,11454,3090,FALSE,consensus_union,4815.00983224473,1699.36522353064,5.74552467133966,1442,0,0.15215785586156,0.075816,0.0967019290603609,10x,TRUE,539,533,295,0.37966537966538
GSE239721,PT29A,2509,2210,60,2150,PASS,OK,3036.87265210478,28811.6513345919,1380.38372659616,6690.54613007757,5.21394612890436,0.0723960132890365,9656.5,3108,FALSE,consensus_union,3036.87265210478,1380.38372659616,5.21394612890436,299,0,0.119170984455959,0.020072,0.0271493212669683,10x,TRUE,39,36,15,0.25
GSE239721,PT30A,1196,613,9,604,PASS,OK,1410.67597123338,55445.895155933,776.032611220674,8604.09202326846,6.37660434613202,0,8248,2434.5,FALSE,consensus_union,1410.67597123338,776.032611220674,6.37660434613202,583,0,0.487458193979933,0.009568,0.0146818923327896,10x,TRUE,4,5,0,0
GSE239721,PT32A,1872,1737,37,1700,PASS,OK,1130.31620183764,35510.9127293265,661.335951570193,6469.77075696734,10.9446388486024,0.0657557845247486,6426.5,2087.5,FALSE,consensus_union,1130.31620183764,661.335951570193,10.9446388486024,135,0,0.0721153846153846,0.014976,0.0213010938399539,10x,TRUE,20,21,4,0.108108108108108
