dataset,Sample,n_raw,n_after_mad,n_doublet,n_final,status,reason,ncount_lo,ncount_hi,nfeat_lo,nfeat_hi,mt_hi,hb_hi,med_ncount_final,med_nfeat_final,lowcomplexity_flag,dbl_method,ncount_lo_mad,nfeat_lo_mad,mt_hi_mad,n_fail_mad,n_fail_abs,mad_loss,dbl_rate_exp,dbl_rate_obs,platform,upstream_filtered,n_dbl_sc,n_dbl_df,n_dbl_both,dbl_jaccard
E-MTAB-11536,A37-BMA,821,690,6,684,PASS,OK,1062.40240584644,16865.8211816868,580.471971971458,3612.06759540682,10.9923418592636,0.298703887637132,4176,1433.5,FALSE,consensus_union,1062.40240584644,580.471971971458,10.9923418592636,131,0,0.159561510353228,0.006568,0.00869565217391304,10x,TRUE,2,4,0,0
GSE116256,AML1012-D0,1136,935,22,913,PASS,OK,500,9100.99901460481,244.602680843759,2823.19473203607,6.41365293960781,0,1751,803,FALSE,consensus_union,377.275505083558,244.602680843759,6.41365293960781,201,0,0.17693661971831,0.02,0.0235294117647059,SeqWell,TRUE,10,14,2,0.0909090909090909
GSE116256,AML210A-D0,748,595,13,582,PASS,OK,500,11128.0296789113,200,3650.12274998051,3.41065727060205,0,1917,808.5,FALSE,consensus_union,373.972313165789,196.079981146887,3.41065727060205,153,0,0.204545454545455,0.02,0.0218487394957983,SeqWell,TRUE,3,10,0,0
GSE116256,AML314-D0,162,137,1,136,P2-exclude,n_final=136 < 300,500,5384.03165618512,290.191937008731,1652.54763775732,1.94385600172042,0.325554498968012,1595.5,699,FALSE,consensus_union,466.900672307928,290.191937008731,1.94385600172042,25,0,0.154320987654321,0.02,0.0072992700729927,SeqWell,TRUE,0,1,0,0
GSE116256,AML314-D31,346,292,6,286,P2-exclude,n_final=286 < 300,500,13368.7081801882,200,4058.16616197122,3.68155977179512,22.035158909799,1887.5,838.5,FALSE,consensus_union,285.74698082356,173.871392111076,3.68155977179512,54,0,0.15606936416185,0.02,0.0205479452054795,SeqWell,TRUE,1,5,0,0
GSE116256,AML328-D0,1094,597,11,586,PASS,OK,500,13047.6088789444,219.306146283471,4478.12802624592,3.40918209631357,0,1907.5,898.5,FALSE,consensus_union,342.352536885777,219.306146283471,3.40918209631357,497,0,0.454296160877514,0.02,0.0184254606365159,SeqWell,TRUE,3,8,0,0
GSE116256,AML328-D113,2029,1658,46,1612,PASS,OK,527.127161078255,6092.01012034982,315.839823136413,1771.48022198058,1.72815833619475,0.119025562595587,1742.5,731,FALSE,consensus_union,527.127161078255,315.839823136413,1.72815833619475,371,0,0.1828486939379,0.02,0.0277442702050663,SeqWell,TRUE,25,28,7,0.152173913043478
GSE116256,AML328-D171,1402,962,24,938,PASS,OK,505.569336032208,4512.95171085029,289.997191152273,1718.76147496297,2.30368946442249,0,1462.5,680.5,FALSE,consensus_union,505.569336032208,289.997191152273,2.30368946442249,440,0,0.313837375178317,0.02,0.024948024948025,SeqWell,TRUE,12,13,1,0.0416666666666667
GSE116256,AML328-D29,1880,1253,24,1229,PASS,OK,500,18336.438928806,209.664636255684,6079.42771257612,1.71049550315558,0.0502843009076568,2382,1185,FALSE,consensus_union,267.566893389124,209.664636255684,1.71049550315558,627,0,0.333510638297872,0.02,0.0191540303272147,SeqWell,TRUE,7,19,2,0.0833333333333333
GSE116256,AML329-D0,525,425,11,414,PASS,OK,500,21696.7154009836,200,4900.35771344934,5.37717147009898,0.245521792373556,2273.5,881,FALSE,consensus_union,245.727562972887,162.732813935471,5.37717147009898,100,0,0.19047619047619,0.02,0.0258823529411765,SeqWell,TRUE,5,6,0,0
GSE116256,AML329-D20,953,606,12,594,PASS,OK,500,22349.2470282017,221.49088091633,4873.8846291726,4.60096796598608,0,2290,938.5,FALSE,consensus_union,316.116421778549,221.49088091633,4.60096796598608,347,0,0.36411332633788,0.02,0.0198019801980198,SeqWell,TRUE,3,10,1,0.0833333333333333
GSE116256,AML329-D37,224,179,2,177,P2-exclude,n_final=177 < 300,500,20211.4154964592,207.665221411367,4282.12289932977,3.77479194706041,0.291086248397338,2724,942,FALSE,consensus_union,392.895787105617,207.665221411367,3.77479194706041,45,0,0.200892857142857,0.02,0.0111731843575419,SeqWell,TRUE,0,2,0,0
GSE116256,AML371-D0,756,514,9,505,PASS,OK,500,9389.27272388788,253.527902812748,2856.49426341401,2.13311835290134,0,1743,819,FALSE,consensus_union,368.463043063837,253.527902812748,2.13311835290134,242,0,0.32010582010582,0.02,0.0175097276264591,SeqWell,TRUE,2,7,0,0
GSE116256,AML371-D34,204,157,6,151,P2-exclude,n_final=151 < 300,500,10207.7088563029,216.965891659905,3152.16827293774,2.30312985226823,0.555393163905368,1690,761,FALSE,consensus_union,311.940715083568,216.965891659905,2.30312985226823,47,0,0.230392156862745,0.02,0.0382165605095541,SeqWell,TRUE,4,2,0,0
GSE116256,AML419A-D0,1189,910,19,891,PASS,OK,500,16003.7807088479,252.864335012263,4443.48943058937,5.9999738287219,0,2271,1003,FALSE,consensus_union,371.402489707565,252.864335012263,5.9999738287219,279,0,0.234650967199327,0.02,0.0208791208791209,SeqWell,TRUE,7,13,1,0.0526315789473684
GSE116256,AML420B-D0,485,367,5,362,PASS,OK,500,7405.72627281235,230.161934000845,2509.53748067601,3.43378432219789,0.91922041581694,1507.5,731,FALSE,consensus_union,380.656926296232,230.161934000845,3.43378432219789,118,0,0.243298969072165,0.02,0.0136239782016349,SeqWell,TRUE,1,4,0,0
GSE116256,AML420B-D14,1282,943,23,920,PASS,OK,500,6689.77029612377,226.145606191411,2557.46733151415,2.15203893095669,0,1440.5,704,FALSE,consensus_union,380.285703004492,226.145606191411,2.15203893095669,339,0,0.264430577223089,0.02,0.024390243902439,SeqWell,TRUE,9,15,1,0.0434782608695652
GSE116256,AML420B-D35,743,436,6,430,PASS,OK,500,7991.68405979248,248.398670959193,2977.4716472678,3.72288361956541,0,1571.5,814.5,FALSE,consensus_union,381.898105226054,248.398670959193,3.72288361956541,307,0,0.413189771197847,0.02,0.0137614678899083,SeqWell,TRUE,1,5,0,0
GSE116256,AML475-D0,423,313,5,308,PASS,OK,500,13096.0617497427,222.700138889061,3259.55791326026,5.95143135312368,0,2099.5,805.5,FALSE,consensus_union,409.224170014722,222.700138889061,5.95143135312368,110,0,0.260047281323877,0.02,0.0159744408945687,SeqWell,TRUE,1,4,0,0
GSE116256,AML475-D29,102,55,0,55,P2-exclude,n_final=55 < 300,500,55477.688535048,200,6959.29949181674,4.37229193209942,1.13937255988214,3680,997,FALSE,skipped_lowN,211.502503255652,143.26154538576,4.37229193209942,47,0,0.46078431372549,0.02,,SeqWell,TRUE,,,,
GSE116256,AML556-D0,2328,1564,38,1526,PASS,OK,500,13707.3994089384,254.685148843421,3813.37508060626,3.1053537890158,0,2123,932,FALSE,consensus_union,384.91684984093,254.685148843421,3.1053537890158,764,0,0.328178694158076,0.02,0.0242966751918159,SeqWell,TRUE,22,24,8,0.210526315789474
GSE116256,AML556-D15,1203,935,24,911,PASS,OK,538.756297065772,3806.21815683327,328.06702429415,1339.87559690204,2.77519376936086,0,1336,636,FALSE,consensus_union,538.756297065772,328.06702429415,2.77519376936086,268,0,0.222776392352452,0.02,0.025668449197861,SeqWell,TRUE,13,11,0,0
GSE116256,AML556-D31,1451,1105,26,1079,PASS,OK,500,16304.6698379762,209.462774275397,4076.02736549968,3.11032091088267,0.448302609660198,2283,910,FALSE,consensus_union,346.826035497442,209.462774275397,3.11032091088267,346,0,0.238456237077877,0.02,0.0235294117647059,SeqWell,TRUE,9,18,1,0.0384615384615385
GSE116256,AML707B-D0,1586,1218,34,1184,PASS,OK,500,22130.8444690085,204.090685048275,5381.45089640034,4.40462788254513,0,2366.5,1028.5,FALSE,consensus_union,272.446901357222,204.090685048275,4.40462788254513,368,0,0.23203026481715,0.02,0.0279146141215107,SeqWell,TRUE,17,19,2,0.0588235294117647
GSE116256,AML707B-D113,708,576,11,565,PASS,OK,500,10069.2774466155,220.506850477288,2869.84281273013,4.35150108318429,0.244778194766952,1780,764,FALSE,consensus_union,350.634891005682,220.506850477288,4.35150108318429,132,0,0.186440677966102,0.02,0.0190972222222222,SeqWell,TRUE,3,8,0,0
GSE116256,AML707B-D18,1673,1414,41,1373,PASS,OK,560.991236386595,4811.92721901939,299.668840504715,1653.87899244133,2.06330078390552,0,1589,679,FALSE,consensus_union,560.991236386595,299.668840504715,2.06330078390552,259,0,0.154811715481172,0.02,0.028995756718529,SeqWell,TRUE,20,21,0,0
GSE116256,AML707B-D41,387,293,5,288,P2-exclude,n_final=288 < 300,500,8335.19287290511,247.290282338152,3067.81565707711,2.61235692505216,0,1900,824.5,FALSE,consensus_union,474.628609118334,247.290282338152,2.61235692505216,94,0,0.242894056847545,0.02,0.0170648464163823,SeqWell,TRUE,1,4,0,0
GSE116256,AML707B-D97,84,57,0,57,P2-exclude,n_final=57 < 300,500,7823.34337898578,271.13848031549,2110.67790648566,5.49215726945306,0.352040573021584,1709,754,FALSE,skipped_lowN,422.897454416593,271.13848031549,5.49215726945306,27,0,0.321428571428571,0.02,,SeqWell,TRUE,,,,
GSE116256,AML722B-D0,79,59,0,59,P2-exclude,n_final=59 < 300,587.588336357564,6504.59643854161,293.436173503055,1796.22026046667,4.22320042403488,0,1931,726,FALSE,skipped_lowN,587.588336357564,293.436173503055,4.22320042403488,20,0,0.253164556962025,0.02,,SeqWell,TRUE,,,,
GSE116256,AML722B-D49,73,52,0,52,P2-exclude,n_final=52 < 300,531.896700911603,6666.12331665743,253.566694953118,2289.906409465,1.93497242557345,0.939083153483748,1707,693,FALSE,skipped_lowN,531.896700911603,253.566694953118,1.93497242557345,21,0,0.287671232876712,0.02,,SeqWell,TRUE,,,,
GSE116256,AML870-D0,345,314,7,307,PASS,OK,500,10163.2940916432,292.569344083391,2646.8938583643,2.97951859236716,0.381870224662117,2185,892,FALSE,consensus_union,465.033871634808,292.569344083391,2.97951859236716,31,0,0.0898550724637681,0.02,0.0222929936305732,SeqWell,TRUE,4,4,1,0.142857142857143
GSE116256,AML870-D14,96,73,0,73,P2-exclude,n_final=73 < 300,510.569462127898,5264.03202572804,283.379967059745,1418.37831435438,2.243785797862,0,1555,596,FALSE,skipped_lowN,510.569462127898,283.379967059745,2.243785797862,23,0,0.239583333333333,0.02,,SeqWell,TRUE,,,,
GSE116256,AML916-D0,933,658,14,644,PASS,OK,500,7802.19162034234,304.057275457531,2646.24156349905,2.04676312340294,0,1644,840.5,FALSE,consensus_union,394.314334959259,304.057275457531,2.04676312340294,275,0,0.294748124330118,0.02,0.0212765957446809,SeqWell,TRUE,6,8,0,0
GSE116256,AML921A-D0,3813,2950,71,2879,PASS,OK,500,15358.7600338618,264.138619385552,4008.65652460481,2.92077010927304,0,2137,995,FALSE,consensus_union,326.6930396033,264.138619385552,2.92077010927304,863,0,0.226330972987149,0.02,0.0240677966101695,SeqWell,TRUE,47,51,27,0.380281690140845
GSE116256,AML997-D0,83,67,0,67,P2-exclude,n_final=67 < 300,587.008687721046,18417.0085147658,214.057667135133,3164.23611013385,1.58306343260901,0.192430854412969,3682,859,FALSE,skipped_lowN,587.008687721046,214.057667135133,1.58306343260901,16,0,0.192771084337349,0.02,,SeqWell,TRUE,,,,
GSE116256,AML997-D35,187,124,1,123,P2-exclude,n_final=123 < 300,543.207566342275,15100.1136733644,244.381101701234,1953.83766042491,2.72752156744785,17.9663282270074,2596,656,FALSE,consensus_union,543.207566342275,244.381101701234,2.72752156744785,63,0,0.336898395721925,0.02,0.00806451612903226,SeqWell,TRUE,0,1,0,0
GSE116256,BM1,108,87,0,87,P2-exclude,n_final=87 < 300,500,15690.4732200159,200,3813.20382541128,4.07036449843107,0.961347905804786,2092,807,FALSE,skipped_lowN,315.091835069268,184.379338789782,4.07036449843107,21,0,0.194444444444444,0.02,,SeqWell,TRUE,,,,
GSE116256,BM2,188,147,5,142,P2-exclude,n_final=142 < 300,500,25549.406739193,200,5320.39259951213,3.70865129897737,0.308168334514469,2908,950,FALSE,consensus_union,337.037493195116,174.485619742634,3.70865129897737,41,0,0.218085106382979,0.02,0.0340136054421769,SeqWell,TRUE,3,2,0,0
GSE116256,BM3,643,497,9,488,PASS,OK,500,12197.3497578072,200,3481.85935112459,4.39561624572879,0.243205357142857,1851.5,788,FALSE,consensus_union,294.099625839122,182.891936687311,4.39561624572879,146,0,0.22706065318818,0.02,0.0181086519114688,SeqWell,TRUE,2,7,0,0
GSE116256,BM4,3738,3026,82,2944,PASS,OK,500,37884.6383692431,200,8193.5316585379,4.05909541739553,0.11216446248649,2514.5,1006,FALSE,consensus_union,191.927396247844,142.092695618845,4.05909541739553,712,0,0.19047619047619,0.02,0.0270984798413748,SeqWell,TRUE,39,54,11,0.134146341463415
GSE116256,BM5-34p,1431,968,20,948,PASS,OK,500,15306.3546772697,213.930573687373,3777.86580977932,1.99612614446084,0,2001.5,859.5,FALSE,consensus_union,295.294085058157,213.930573687373,1.99612614446084,463,0,0.323549965059399,0.02,0.0206611570247934,SeqWell,TRUE,9,13,2,0.1
GSE116256,BM5-34p38n,1590,1225,28,1197,PASS,OK,500,10690.9270299074,307.84679828778,2678.16330910571,1.5568853112485,0,2223,880,FALSE,consensus_union,494.596959198011,307.84679828778,1.5568853112485,365,0,0.229559748427673,0.02,0.0228571428571429,SeqWell,TRUE,15,14,1,0.0357142857142857
GSE147989,009SCRBL,1554,1018,18,1000,PASS,OK,2259.40998380719,32354.6853045323,871.833076555821,4943.3499552756,8.81465158502272,0,9721.5,2222.5,FALSE,consensus_union,2259.40998380719,871.833076555821,8.81465158502272,536,0,0.344916344916345,0.012432,0.0176817288801572,10x,FALSE,10,9,1,0.0555555555555556
GSE147989,009C1D1BL,1023,743,7,736,PASS,OK,4091.0303861842,16928.6652658174,1255.73536488929,3508.54258244804,4.96545377310789,0,8526,2138,FALSE,consensus_union,4091.0303861842,1255.73536488929,4.96545377310789,280,0,0.273704789833822,0.008184,0.00942126514131898,10x,FALSE,5,4,2,0.285714285714286
GSE147989,007SCRBL,2094,1360,34,1326,PASS,OK,2619.69811299963,31937.8815386472,1031.65306562094,4881.03623960944,12.5875897500169,0,9930.5,2371.5,FALSE,consensus_union,2619.69811299963,1031.65306562094,12.5875897500169,734,0,0.350525310410697,0.016752,0.025,10x,FALSE,19,18,3,0.0882352941176471
GSE147989,007C1D1BL,3432,2397,102,2295,PASS,OK,2913.08309029544,31268.5674169226,1117.45450498882,4960.9804920474,10.7208230128424,0,10152,2431,FALSE,consensus_union,2913.08309029544,1117.45450498882,10.7208230128424,1035,0,0.301573426573427,0.027456,0.0425531914893617,10x,FALSE,62,56,16,0.156862745098039
GSE185381,AML0612,10054,9394,925,8469,PASS,OK,1076.80908842809,22823.7338114194,539.113313238276,4234.95570214366,16.5154539573877,0.18529284078925,4837,1484,FALSE,consensus_union,1076.80908842809,539.113313238276,16.5154539573877,660,0,0.0656455142231948,0.080432,0.098467106663828,10x,FALSE,428,668,171,0.184864864864865
GSE185381,AML3762,8350,6352,581,5771,PASS,OK,924.972453018739,31618.7405414629,375.988399381516,5920.56564421076,15.8120533850207,0.270391233240047,5236,1547,FALSE,consensus_union,924.972453018739,375.988399381516,15.8120533850207,1998,0,0.239281437125749,0.0668,0.0914672544080605,10x,FALSE,288,380,87,0.14974182444062
GSE185381,AML0160,2186,1977,51,1926,PASS,OK,1403.8667433969,15273.1946253805,660.828522079578,3303.43792233762,12.8296186918817,0.196181879913382,4765.5,1505.5,FALSE,consensus_union,1403.8667433969,660.828522079578,12.8296186918817,209,0,0.095608417200366,0.017488,0.0257966616084977,10x,FALSE,28,29,6,0.117647058823529
GSE185381,AML0310,4597,4335,196,4139,PASS,OK,1475.10418072516,10545.1101035814,623.495409683065,2426.48137661356,15.1627575654503,0.218676213965546,3925,1228,FALSE,consensus_union,1475.10418072516,623.495409683065,15.1627575654503,262,0,0.0569936915379595,0.036776,0.0452133794694348,10x,FALSE,90,133,27,0.137755102040816
GSE185381,AML3133,2499,2167,71,2096,PASS,OK,745.085980330665,12030.8746059372,422.480202759191,2614.56274823275,11.841316605806,0.2872243420075,2973,1047,FALSE,consensus_union,745.085980330665,422.480202759191,11.841316605806,332,0,0.132853141256503,0.019992,0.0327641901245962,10x,FALSE,33,38,0,0
GSE185381,Control4,5858,5431,378,5053,PASS,OK,612.105704032869,20386.2762882045,395.203184515509,4126.30531304842,14.2463975991346,0.135974044299161,3328,1225,FALSE,consensus_union,612.105704032869,395.203184515509,14.2463975991346,427,0,0.0728917719358143,0.046864,0.0696004419075677,10x,FALSE,174,231,27,0.0714285714285714
GSE185381,Control2,2489,2059,65,1994,PASS,OK,1860.95131105603,19982.0402495637,799.57143815912,3546.71998605789,10.5283621947895,0.118728864068875,6295,1715.5,FALSE,consensus_union,1860.95131105603,799.57143815912,10.5283621947895,430,0,0.1727601446364,0.019912,0.0315687226809131,10x,FALSE,33,36,4,0.0615384615384615
GSE185381,Control1,2995,2755,98,2657,PASS,OK,1227.25350587055,28556.7731787736,508.03831924388,5268.29551751818,10.8162032672595,0.113631579785772,5836,1619,FALSE,consensus_union,1227.25350587055,508.03831924388,10.8162032672595,240,0,0.0801335559265443,0.02396,0.0355716878402904,10x,FALSE,45,58,5,0.0510204081632653
GSE185381,Control3,4008,3748,188,3560,PASS,OK,700.420651244092,13163.9922147109,486.452105255758,2876.93070886023,14.4273178319974,0.161711789047587,2875.5,1148.5,FALSE,consensus_union,700.420651244092,486.452105255758,14.4273178319974,260,0,0.064870259481038,0.032064,0.0501600853788687,10x,FALSE,83,106,1,0.00531914893617021
GSE185381,Control5,4307,2653,138,2515,PASS,OK,500,6179.91393461459,232.771810330304,2333.4827324204,15.8052901154952,0,1203,665,FALSE,consensus_union,312.192211803079,232.771810330304,15.8052901154952,1654,0,0.384026004179243,0.034456,0.0520165849981153,10x,FALSE,61,80,3,0.0217391304347826
GSE185381,AML2910,8451,4560,436,4124,PASS,OK,1090.92261140112,10646.46005007,528.703001270704,3310.60916203085,9.66104060855156,0,3174,1238,FALSE,consensus_union,1090.92261140112,528.703001270704,9.66104060855156,3891,0,0.460418885339013,0.067608,0.0956140350877193,10x,FALSE,199,276,39,0.0894495412844037
GSE185381,AML3050,2321,1818,55,1763,PASS,OK,2214.55617869367,29363.9405609295,1047.08308056159,6151.79838121842,15.1534334869001,0.0570689293945108,8670,2683,FALSE,consensus_union,2214.55617869367,1047.08308056159,15.1534334869001,503,0,0.216716932356743,0.018568,0.0302530253025303,10x,FALSE,32,28,5,0.0909090909090909
GSE185381,AML0361,2277,1238,23,1215,PASS,OK,984.01450311179,7707.72785971667,572.309006245225,2322.886736873,16.3177786401424,0,2620,1111,FALSE,consensus_union,984.01450311179,572.309006245225,16.3177786401424,1039,0,0.456302151954326,0.018216,0.018578352180937,10x,FALSE,10,18,5,0.217391304347826
GSE185381,PAWWEE,547,506,1,505,PASS,OK,727.716773335147,16546.135036597,386.243863173562,3207.21988906617,11.0823222118472,0.195066194633279,3530,1136,FALSE,consensus_union,727.716773335147,386.243863173562,11.0823222118472,41,0,0.0749542961608776,0.004376,0.00197628458498024,10x,FALSE,0,1,0,0
GSE185381,AML2451,2821,2716,77,2639,PASS,OK,1197.37460282534,12123.2736737089,665.299388354903,3287.90472122472,15.5207106007131,0.131971899224806,3791,1471,FALSE,consensus_union,1197.37460282534,665.299388354903,15.5207106007131,105,0,0.0372208436724566,0.022568,0.0283505154639175,10x,FALSE,47,48,18,0.233766233766234
GSE185381,Control0004,2476,1244,35,1209,PASS,OK,522.220439729551,13733.0587897212,445.696753060493,2915.88393021928,10.9856770692136,0,2279,1044,FALSE,consensus_union,522.220439729551,445.696753060493,10.9856770692136,1232,0,0.497576736672052,0.019808,0.0281350482315113,10x,FALSE,14,21,0,0
GSE185381,Control0058,5982,5620,441,5179,PASS,OK,500,8242.80643921395,329.114109500239,2068.05171930651,10.7843880088622,0.336651695370072,1745,814,FALSE,consensus_union,384.815659980787,329.114109500239,10.7843880088622,362,0,0.0605148779672351,0.047856,0.0784697508896797,10x,FALSE,212,236,7,0.0158730158730159
GSE185381,PAXMIJ,1028,943,11,932,PASS,OK,500,7015.81666024897,224.632488872318,2333.48258139963,10.6949544044222,0.370724779224147,1284.5,727.5,FALSE,consensus_union,236.456435556446,224.632488872318,10.6949544044222,85,0,0.0826848249027238,0.008224,0.0116648992576882,10x,FALSE,5,6,0,0
GSE185381,PAUMTZ,4766,4349,222,4127,PASS,OK,583.7796063661,38950.64464746,380.397002129156,6226.44496865887,9.09930663078584,0.161268503149468,4840,1554,FALSE,consensus_union,583.7796063661,380.397002129156,9.09930663078584,417,0,0.0874947545111204,0.038128,0.0510462175212693,10x,FALSE,119,143,40,0.18018018018018
GSE185381,AML038,3575,3116,114,3002,PASS,OK,2145.14350184964,38366.2836211358,1127.52184024624,7098.08068839908,15.4503189497145,0.262872416700699,9123.5,2879,FALSE,consensus_union,2145.14350184964,1127.52184024624,15.4503189497145,459,0,0.128391608391608,0.0286,0.0365853658536585,10x,FALSE,65,77,28,0.245614035087719
GSE185381,AML008,4341,3756,177,3579,PASS,OK,1790.36626690303,16840.7334059948,999.254859515334,4099.63080088192,12.6520028423569,0.339119998585521,5620,2059,FALSE,consensus_union,1790.36626690303,999.254859515334,12.6520028423569,585,0,0.134761575673808,0.034728,0.0471246006389776,10x,FALSE,107,111,41,0.231638418079096
GSE185381,AML043,1408,1243,20,1223,PASS,OK,664.556854683421,51004.8880861323,512.880476399917,7900.8037670756,14.3946374615138,0.406439214276942,5885,2048,FALSE,consensus_union,664.556854683421,512.880476399917,14.3946374615138,165,0,0.1171875,0.011264,0.0160901045856798,10x,FALSE,9,12,1,0.05
GSE185381,AML028,4624,4261,223,4038,PASS,OK,1289.13940849654,32416.7888473267,741.974177211474,7207.33438473268,13.5357053926748,0.348043993904232,6398.5,2304.5,FALSE,consensus_union,1289.13940849654,741.974177211474,13.5357053926748,363,0,0.0785034602076125,0.036992,0.0523351325979817,10x,FALSE,138,138,53,0.237668161434978
