dataset,rho
GSE185381,0.0147058823529412
GSE185381,0.401960784313726
GSE185381,-0.218137254901961
GSE185381,0.159313725490196
GSE185381,0.45343137254902
GSE185381,0.0808823529411765
GSE185381,0.0906862745098039
GSE185381,0.0220588235294118
GSE185381,0.17156862745098
GSE185381,0.20343137254902
GSE185381,-0.0563725490196079
GSE185381,-0.200980392156863
GSE185381,-0.0392156862745098
GSE185381,0.0318627450980392
GSE185381,0.142156862745098
GSE185381,-0.122549019607843
GSE185381,0.196078431372549
GSE185381,0.272058823529412
GSE185381,0.198529411764706
GSE185381,0.129901960784314
GSE185381,0.0588235294117647
GSE185381,0.25
GSE185381,0.0735294117647059
GSE185381,0.33578431372549
GSE185381,0.25
GSE185381,0.259803921568627
GSE185381,-0.0980392156862745
GSE185381,0.147058823529412
GSE185381,0.259803921568627
GSE185381,0.240196078431373
GSE185381,-0.0637254901960784
GSE185381,0.325980392156863
GSE185381,0.0637254901960784
GSE185381,0.264705882352941
GSE185381,0.0637254901960784
GSE185381,0.406862745098039
GSE185381,0.00245098039215686
GSE185381,0.0220588235294118
GSE185381,0.215686274509804
GSE185381,0.33578431372549
GSE185381,0.470588235294118
GSE185381,-0.112745098039216
GSE185381,0.137254901960784
GSE185381,-0.0857843137254902
GSE185381,0.159313725490196
GSE185381,0.0563725490196079
GSE185381,0.110294117647059
GSE185381,0.0661764705882353
GSE185381,-0.112745098039216
GSE185381,0.0637254901960784
GSE185381,-0.00980392156862745
GSE185381,0.036764705882353
GSE185381,0.125
GSE185381,0.151960784313726
GSE185381,0.0784313725490196
GSE185381,-0.232843137254902
GSE185381,0.112745098039216
GSE185381,0.0686274509803922
GSE185381,0.16421568627451
GSE185381,0.142156862745098
GSE185381,-0.137254901960784
GSE185381,0.352941176470588
GSE185381,-0.00980392156862745
GSE185381,0.151960784313726
GSE185381,0.117647058823529
GSE185381,0.340686274509804
GSE185381,-0.321078431372549
GSE185381,0.0808823529411765
GSE185381,-0.120098039215686
GSE185381,0.198529411764706
GSE185381,0.399509803921569
GSE185381,0.262254901960784
GSE185381,-0.0808823529411765
GSE185381,0.0857843137254902
GSE185381,0.232843137254902
GSE185381,0.102941176470588
GSE185381,0.169117647058824
GSE185381,0.053921568627451
GSE185381,0.00980392156862745
GSE185381,0.213235294117647
GSE185381,-0.0392156862745098
GSE185381,0.0857843137254902
GSE185381,0.071078431372549
GSE185381,0.345588235294118
GSE185381,0.198529411764706
GSE185381,-0.149509803921569
GSE185381,0.259803921568627
GSE185381,-0.0343137254901961
GSE185381,0.235294117647059
GSE185381,0.132352941176471
GSE185381,0.200980392156863
GSE185381,0.25
GSE185381,0.301470588235294
GSE185381,-0.132352941176471
GSE185381,0.0955882352941177
GSE185381,0.183823529411765
GSE185381,0.230392156862745
GSE185381,0.237745098039216
GSE185381,-0.127450980392157
GSE185381,0.110294117647059
GSE185381,0.100490196078431
GSE185381,0.144607843137255
GSE185381,0.303921568627451
GSE185381,0.178921568627451
GSE185381,0.0906862745098039
GSE185381,0.0318627450980392
GSE185381,0.213235294117647
GSE185381,0.100490196078431
GSE185381,0.284313725490196
GSE185381,0.286764705882353
GSE185381,0.0220588235294118
GSE185381,-0.404411764705882
GSE185381,0.377450980392157
GSE185381,0.0465686274509804
GSE185381,-0.0269607843137255
GSE185381,0.129901960784314
GSE185381,-0.00490196078431373
GSE185381,0.28921568627451
GSE185381,-0.208333333333333
GSE185381,0.303921568627451
GSE185381,-0.16421568627451
GSE185381,0.352941176470588
GSE185381,0.431372549019608
GSE185381,-0.107843137254902
GSE185381,0.107843137254902
GSE185381,-0.142156862745098
GSE185381,-0.0808823529411765
GSE185381,0.225490196078431
GSE185381,0.017156862745098
GSE185381,-0.196078431372549
GSE185381,-0.166666666666667
GSE185381,0.100490196078431
GSE185381,0.0759803921568628
GSE185381,-0.0465686274509804
GSE185381,0.0392156862745098
GSE185381,0.274509803921569
GSE185381,-0.00980392156862745
GSE185381,-0.102941176470588
GSE185381,0.235294117647059
GSE185381,0.301470588235294
GSE185381,0.0245098039215686
GSE185381,-0.0196078431372549
GSE185381,0.0980392156862745
GSE185381,0.490196078431373
GSE185381,0.0637254901960784
GSE185381,-0.0220588235294118
GSE185381,0.017156862745098
GSE185381,0.134803921568627
GSE185381,0.325980392156863
GSE185381,-0.00245098039215686
GSE185381,-0.0441176470588235
GSE185381,0.120098039215686
GSE185381,0.32843137254902
GSE185381,-0.279411764705882
GSE185381,-0.230392156862745
GSE185381,0.227941176470588
GSE185381,-0.0441176470588235
GSE185381,0.0269607843137255
GSE185381,0.355392156862745
GSE185381,0.00980392156862745
GSE185381,0.367647058823529
GSE185381,0.17156862745098
GSE185381,0.071078431372549
GSE185381,0.0882352941176471
GSE185381,-0.218137254901961
GSE185381,0.313725490196078
GSE185381,0.267156862745098
GSE185381,0.0490196078431373
GSE185381,0.122549019607843
GSE185381,0.0343137254901961
GSE185381,-0.188725490196078
GSE185381,0.281862745098039
GSE185381,0.151960784313726
GSE185381,0.284313725490196
GSE185381,0.301470588235294
GSE185381,0.0612745098039216
GSE185381,0.264705882352941
GSE185381,0.0686274509803922
GSE185381,0.325980392156863
GSE185381,0.245098039215686
GSE185381,-0.284313725490196
GSE185381,-0.0906862745098039
GSE185381,0.362745098039216
GSE185381,0.477941176470588
GSE185381,0.0637254901960784
GSE185381,0.0980392156862745
GSE185381,0.0220588235294118
GSE185381,-0.00980392156862745
GSE185381,0
GSE185381,0.017156862745098
GSE185381,0.0343137254901961
GSE185381,-0.348039215686275
GSE185381,0.259803921568627
GSE185381,0.0735294117647059
GSE185381,0.0955882352941177
GSE185381,0.100490196078431
GSE185381,-0.0637254901960784
GSE185381,0.132352941176471
GSE185381,-0.0637254901960784
GSE185381,0.294117647058824
GSE185381,0.262254901960784
GSE185381,0.156862745098039
GSE185381,0.00980392156862745
GSE185381,0.262254901960784
GSE185381,0.112745098039216
GSE185381,-0.186274509803922
GSE185381,-0.112745098039216
GSE185381,-0.00245098039215686
GSE185381,0.178921568627451
GSE185381,0.120098039215686
GSE185381,-0.0490196078431373
GSE185381,0.306372549019608
GSE185381,-0.0269607843137255
GSE185381,-0.159313725490196
GSE185381,0.333333333333333
GSE185381,-0.00490196078431373
GSE185381,0.227941176470588
GSE185381,-0.017156862745098
GSE185381,0.406862745098039
GSE185381,0.196078431372549
GSE185381,0.384803921568628
GSE185381,0.382352941176471
GSE185381,-0.0269607843137255
GSE185381,-0.137254901960784
GSE185381,-0.0514705882352941
GSE185381,0.32843137254902
GSE185381,0
GSE185381,0.174019607843137
GSE185381,0.17156862745098
GSE185381,0.254901960784314
GSE185381,-0.154411764705882
GSE185381,0.0882352941176471
GSE185381,0.169117647058824
GSE185381,0.308823529411765
GSE185381,0.561274509803922
GSE185381,-0.0122549019607843
GSE185381,-0.333333333333333
GSE185381,0.0196078431372549
GSE185381,0.156862745098039
GSE185381,0.0686274509803922
GSE185381,0.156862745098039
GSE185381,-0.00980392156862745
GSE185381,0.00490196078431373
GSE185381,0.218137254901961
GSE185381,0.205882352941177
GSE185381,0.0563725490196079
GSE185381,0.154411764705882
GSE185381,0.0955882352941177
GSE185381,0.269607843137255
GSE185381,0.274509803921569
GSE185381,0.149509803921569
GSE185381,-0.127450980392157
GSE185381,-0.0686274509803922
GSE185381,0
GSE185381,0.0441176470588235
GSE185381,-0.00490196078431373
GSE185381,0.0416666666666667
GSE185381,-0.0269607843137255
GSE185381,0.0490196078431373
GSE185381,0.0931372549019608
GSE185381,-0.193627450980392
GSE185381,0.247549019607843
GSE185381,0.28921568627451
GSE185381,0.0686274509803922
GSE185381,0.036764705882353
GSE185381,0.448529411764706
GSE185381,-0.161764705882353
GSE185381,0.0857843137254902
GSE185381,0.193627450980392
GSE185381,0.0808823529411765
GSE185381,0.281862745098039
GSE185381,0.0661764705882353
GSE185381,-0.0245098039215686
GSE185381,0.132352941176471
GSE185381,0.00490196078431373
GSE185381,-0.156862745098039
GSE185381,0.29656862745098
GSE185381,0.200980392156863
GSE185381,0.338235294117647
GSE185381,-0.0465686274509804
GSE185381,0.25
GSE185381,0.330882352941177
GSE185381,0.242647058823529
GSE185381,0.247549019607843
GSE185381,0.45343137254902
GSE185381,0.240196078431373
GSE185381,0.294117647058824
GSE185381,-0.0392156862745098
GSE185381,0.036764705882353
GSE185381,-0.156862745098039
GSE185381,0.223039215686275
GSE185381,-0.218137254901961
GSE185381,-0.166666666666667
GSE185381,0.303921568627451
GSE185381,0.301470588235294
GSE185381,0.127450980392157
GSE185381,0.350490196078431
GSE185381,-0.0490196078431373
GSE185381,0.186274509803922
GSE185381,-0.0563725490196079
GSE185381,0.428921568627451
GSE185381,-0.200980392156863
GSE185381,0.242647058823529
GSE185381,-0.178921568627451
GSE185381,-0.0196078431372549
GSE185381,0.0122549019607843
GSE185381,0.169117647058824
GSE185381,0.0196078431372549
GSE185381,0.125
GSE185381,0.318627450980392
GSE185381,0.0686274509803922
GSE185381,0.316176470588235
GSE185381,-0.0833333333333333
GSE185381,0.0441176470588235
GSE185381,0.279411764705882
GSE185381,-0.237745098039216
GSE185381,0.5
GSE185381,-0.0514705882352941
GSE185381,0.017156862745098
GSE185381,0.28921568627451
GSE185381,-0.174019607843137
GSE185381,0.0392156862745098
GSE185381,0.071078431372549
GSE185381,-0.0465686274509804
GSE185381,0.225490196078431
GSE185381,0.232843137254902
GSE185381,0.176470588235294
GSE185381,0.00735294117647059
GSE185381,0.102941176470588
GSE185381,0.272058823529412
GSE185381,-0.00245098039215686
GSE185381,-0.0980392156862745
GSE185381,0.102941176470588
GSE185381,-0.00980392156862745
GSE185381,0.458333333333333
GSE185381,-0.0416666666666667
GSE185381,0.272058823529412
GSE185381,0.191176470588235
GSE185381,-0.0465686274509804
GSE185381,0.232843137254902
GSE185381,0.473039215686275
GSE185381,0.0686274509803922
GSE185381,0.139705882352941
GSE185381,0.0955882352941177
GSE185381,-0.120098039215686
GSE185381,-0.129901960784314
GSE185381,-0.110294117647059
GSE185381,0.159313725490196
GSE185381,-0.411764705882353
GSE185381,0.387254901960784
GSE185381,-0.0857843137254902
GSE185381,0.174019607843137
GSE185381,0.281862745098039
GSE185381,0.294117647058824
GSE185381,0.122549019607843
GSE185381,0.406862745098039
GSE185381,0.00490196078431373
GSE185381,-0.0196078431372549
GSE185381,0.036764705882353
GSE185381,0.205882352941177
GSE185381,0.218137254901961
GSE185381,0.200980392156863
GSE185381,-0.144607843137255
GSE185381,0.156862745098039
GSE185381,0.267156862745098
GSE185381,0.375
GSE185381,0.132352941176471
GSE185381,-0.191176470588235
GSE185381,0.269607843137255
GSE185381,-0.00980392156862745
GSE185381,0.0612745098039216
GSE185381,-0.16421568627451
GSE185381,-0.00245098039215686
GSE185381,0.036764705882353
GSE185381,0.394607843137255
GSE185381,0.213235294117647
GSE185381,0.105392156862745
GSE185381,0.409313725490196
GSE185381,0.169117647058824
GSE185381,0.0882352941176471
GSE185381,0.0808823529411765
GSE185381,-0.0612745098039216
GSE185381,-0.230392156862745
GSE185381,-0.0343137254901961
GSE185381,0.308823529411765
GSE185381,-0.149509803921569
GSE185381,0.117647058823529
GSE185381,-0.174019607843137
GSE185381,0
GSE185381,-0.105392156862745
GSE185381,-0.0245098039215686
GSE185381,-0.218137254901961
GSE185381,0.142156862745098
GSE185381,0.205882352941177
GSE185381,-0.00490196078431373
GSE185381,0.107843137254902
GSE185381,0.264705882352941
GSE185381,0.509803921568628
GSE185381,0.0318627450980392
GSE185381,0.0808823529411765
GSE185381,0.25
GSE185381,0.436274509803922
GSE185381,-0.00735294117647059
GSE185381,-0.213235294117647
GSE185381,-0.00490196078431373
GSE185381,0.198529411764706
GSE185381,-0.0955882352941177
GSE185381,0.178921568627451
GSE185381,0.110294117647059
GSE185381,0.178921568627451
GSE185381,0.112745098039216
GSE185381,0.196078431372549
GSE185381,-0.0147058823529412
GSE185381,0.0220588235294118
GSE185381,0.294117647058824
GSE185381,0.294117647058824
GSE185381,-0.169117647058824
GSE185381,0.0343137254901961
GSE185381,0.00490196078431373
GSE185381,0.379901960784314
GSE185381,-0.149509803921569
GSE185381,-0.200980392156863
GSE185381,0.100490196078431
GSE185381,0.100490196078431
GSE185381,0.230392156862745
GSE185381,0.127450980392157
GSE185381,0.220588235294118
GSE185381,0.28921568627451
GSE185381,0.017156862745098
GSE185381,0.372549019607843
GSE185381,-0.311274509803922
GSE185381,-0.017156862745098
GSE185381,0.382352941176471
GSE185381,0.0882352941176471
GSE185381,0.416666666666667
GSE185381,0.137254901960784
GSE185381,-0.0857843137254902
GSE185381,0.399509803921569
GSE185381,-0.0392156862745098
GSE185381,0.139705882352941
GSE185381,0.264705882352941
GSE185381,-0.0906862745098039
GSE185381,-0.110294117647059
GSE185381,0.269607843137255
GSE185381,0.100490196078431
GSE185381,0.137254901960784
GSE185381,0.225490196078431
GSE185381,0.227941176470588
GSE185381,-0.235294117647059
GSE185381,-0.0735294117647059
GSE185381,0.132352941176471
GSE185381,0.291666666666667
GSE185381,0.071078431372549
GSE185381,0.276960784313726
GSE185381,0.421568627450981
GSE185381,0.0588235294117647
GSE185381,0.144607843137255
GSE185381,0.286764705882353
GSE185381,0.102941176470588
GSE185381,0.0563725490196079
GSE185381,0.372549019607843
GSE185381,0.0343137254901961
GSE185381,0.340686274509804
GSE185381,-0.208333333333333
GSE185381,-0.107843137254902
GSE185381,-0.0637254901960784
GSE185381,-0.0637254901960784
GSE185381,-0.16421568627451
GSE185381,0.397058823529412
GSE185381,0.205882352941177
GSE185381,0.242647058823529
GSE185381,-0.053921568627451
GSE185381,0.316176470588235
GSE185381,0.00735294117647059
GSE185381,0.0245098039215686
GSE185381,0.230392156862745
GSE185381,0.245098039215686
GSE185381,-0.112745098039216
GSE185381,0.0612745098039216
GSE185381,-0.16421568627451
GSE185381,0.25
GSE185381,0.0416666666666667
GSE185381,-0.176470588235294
GSE185381,0.105392156862745
GSE185381,0.240196078431373
GSE185381,0.397058823529412
GSE185381,0.0661764705882353
GSE185381,-0.235294117647059
GSE185381,0.115196078431373
GSE185381,-0.100490196078431
GSE185381,0.303921568627451
GSE185381,0.142156862745098
GSE185381,0.401960784313726
GSE185381,0.0343137254901961
GSE185381,-0.00490196078431373
GSE185381,0.071078431372549
GSE185381,0.348039215686275
GSE185381,0.301470588235294
GSE185381,0.20343137254902
GSE185381,0.193627450980392
GSE185381,0.362745098039216
GSE185381,0.174019607843137
GSE185381,-0.00245098039215686
GSE185381,-0.0857843137254902
GSE185381,0.036764705882353
GSE185381,0.0882352941176471
GSE185381,0.178921568627451
GSE185381,0.25
GSE185381,0.343137254901961
GSE185381,0.198529411764706
GSE185381,-0.338235294117647
GSE185381,-0.00735294117647059
GSE185381,0.259803921568627
GSE185381,0.240196078431373
GSE185381,-0.205882352941177
GSE185381,0.0147058823529412
GSE185381,0.125
GSE185381,0.193627450980392
GSE185381,-0.0980392156862745
GSE185381,0.272058823529412
GSE185381,0.252450980392157
GSE185381,0.379901960784314
GSE185381,-0.208333333333333
GSE185381,0.205882352941177
GSE185381,0.301470588235294
GSE185381,-0.0759803921568628
GSE185381,-0.110294117647059
GSE185381,0.0857843137254902
GSE185381,0.159313725490196
GSE185381,-0.279411764705882
GSE185381,0.409313725490196
GSE185381,0.338235294117647
GSE185381,0.196078431372549
GSE185381,-0.0392156862745098
GSE185381,0.372549019607843
GSE185381,0.129901960784314
GSE185381,0.284313725490196
GSE185381,0.186274509803922
GSE185381,-0.316176470588235
GSE185381,0.0416666666666667
GSE185381,-0.0490196078431373
GSE185381,0.117647058823529
GSE185381,0.178921568627451
GSE185381,0.0735294117647059
GSE185381,0.345588235294118
GSE185381,-0.343137254901961
GSE185381,0.125
GSE185381,0.220588235294118
GSE185381,0.137254901960784
GSE185381,0.446078431372549
GSE185381,0.470588235294118
GSE185381,0.338235294117647
GSE185381,0.147058823529412
GSE185381,0.183823529411765
GSE185381,0.267156862745098
GSE185381,-0.107843137254902
GSE185381,0.00735294117647059
GSE185381,-0.0220588235294118
GSE185381,-0.151960784313726
GSE185381,-0.0833333333333333
GSE185381,-0.036764705882353
GSE185381,-0.0392156862745098
GSE185381,0.147058823529412
GSE185381,0.144607843137255
GSE185381,0.225490196078431
GSE185381,0.137254901960784
GSE185381,0.355392156862745
GSE185381,-0.230392156862745
GSE185381,0.240196078431373
GSE185381,0.230392156862745
GSE185381,-0.137254901960784
GSE185381,0.404411764705882
GSE185381,-0.0416666666666667
GSE185381,-0.0735294117647059
GSE185381,0.178921568627451
GSE185381,-0.348039215686275
GSE185381,0.345588235294118
GSE185381,-0.352941176470588
GSE185381,0.223039215686275
GSE185381,0.017156862745098
GSE185381,0.232843137254902
GSE185381,0.107843137254902
GSE185381,-0.166666666666667
GSE185381,0.176470588235294
GSE185381,-0.0343137254901961
GSE185381,-0.00735294117647059
GSE185381,0.120098039215686
GSE185381,-0.102941176470588
GSE185381,0.230392156862745
GSE185381,0.215686274509804
GSE185381,0.0294117647058824
GSE185381,0.156862745098039
GSE185381,-0.129901960784314
GSE185381,0.306372549019608
GSE185381,0.129901960784314
GSE185381,-0.186274509803922
GSE185381,0.174019607843137
GSE185381,0.132352941176471
GSE185381,0.00245098039215686
GSE185381,0.134803921568627
GSE185381,0.169117647058824
GSE185381,-0.142156862745098
GSE185381,-0.139705882352941
GSE185381,0.149509803921569
GSE185381,0.340686274509804
GSE185381,-0.0245098039215686
GSE185381,-0.036764705882353
GSE185381,0.147058823529412
GSE185381,-0.0612745098039216
GSE185381,0.274509803921569
GSE185381,-0.0294117647058824
GSE185381,-0.213235294117647
GSE185381,0.156862745098039
GSE185381,0.475490196078432
GSE185381,-0.0514705882352941
GSE185381,0.00980392156862745
GSE185381,0.144607843137255
GSE185381,0.036764705882353
GSE185381,0.382352941176471
GSE185381,0.372549019607843
GSE185381,0.132352941176471
GSE185381,-0.0735294117647059
GSE185381,0.176470588235294
GSE185381,0.333333333333333
GSE185381,0.196078431372549
GSE185381,0.0514705882352941
GSE185381,0.279411764705882
GSE185381,0.117647058823529
GSE185381,0.269607843137255
GSE185381,0.272058823529412
GSE185381,0.120098039215686
GSE185381,0.0318627450980392
GSE185381,0.16421568627451
GSE185381,0.117647058823529
GSE185381,0.017156862745098
GSE185381,-0.0294117647058824
GSE185381,0.169117647058824
GSE185381,0.132352941176471
GSE185381,0.0882352941176471
GSE185381,0.20343137254902
GSE185381,-0.0122549019607843
GSE185381,0.174019607843137
GSE185381,0.105392156862745
GSE185381,0.134803921568627
GSE185381,0.230392156862745
GSE185381,0.151960784313726
GSE185381,-0.0490196078431373
GSE185381,-0.0294117647058824
GSE185381,0.416666666666667
GSE185381,-0.284313725490196
GSE185381,0.213235294117647
GSE185381,0.16421568627451
GSE185381,0.223039215686275
GSE185381,0.299019607843137
GSE185381,0.154411764705882
GSE185381,0.0122549019607843
GSE185381,-0.036764705882353
GSE185381,0.0980392156862745
GSE185381,-0.0343137254901961
GSE185381,0.0931372549019608
GSE185381,-0.257352941176471
GSE185381,0.401960784313726
GSE185381,0.117647058823529
GSE185381,0.0220588235294118
GSE185381,-0.0980392156862745
GSE185381,0.0122549019607843
GSE185381,-0.0269607843137255
GSE185381,0.32843137254902
GSE185381,0.200980392156863
GSE185381,0.0514705882352941
GSE185381,0.161764705882353
GSE185381,-0.269607843137255
GSE185381,0.291666666666667
GSE185381,0.436274509803922
GSE185381,0.237745098039216
GSE185381,0.220588235294118
GSE185381,-0.301470588235294
GSE185381,-0.235294117647059
GSE185381,0.0147058823529412
GSE185381,0.0637254901960784
GSE185381,0.0122549019607843
GSE185381,-0.181372549019608
GSE185381,0.036764705882353
GSE185381,-0.20343137254902
GSE185381,0.036764705882353
GSE185381,0.0588235294117647
GSE185381,0.0661764705882353
GSE185381,-0.154411764705882
GSE185381,-0.174019607843137
GSE185381,0.181372549019608
GSE185381,0.0392156862745098
GSE185381,-0.132352941176471
GSE185381,0.0392156862745098
GSE185381,0.0857843137254902
GSE185381,0.276960784313726
GSE185381,0.252450980392157
GSE185381,-0.0759803921568628
GSE185381,0.321078431372549
GSE185381,0.33578431372549
GSE185381,-0.115196078431373
GSE185381,-0.0980392156862745
GSE185381,0.352941176470588
GSE185381,-0.147058823529412
GSE185381,0.117647058823529
GSE185381,-0.191176470588235
GSE185381,-0.174019607843137
GSE185381,-0.0269607843137255
GSE185381,-0.411764705882353
GSE185381,0.178921568627451
GSE185381,0.017156862745098
GSE185381,0.0441176470588235
GSE185381,0.330882352941177
GSE185381,0.0490196078431373
GSE185381,-0.144607843137255
GSE185381,0.281862745098039
GSE185381,-0.0220588235294118
GSE185381,0.151960784313726
GSE185381,-0.00980392156862745
GSE185381,-0.198529411764706
GSE185381,0.21078431372549
GSE185381,0.316176470588235
GSE185381,0.208333333333333
GSE185381,0.198529411764706
GSE185381,-0.0294117647058824
GSE185381,0.428921568627451
GSE185381,0.345588235294118
GSE185381,0.245098039215686
GSE185381,-0.120098039215686
GSE185381,0.144607843137255
GSE185381,-0.129901960784314
GSE185381,0.0147058823529412
GSE185381,0.0686274509803922
GSE185381,0
GSE185381,0.129901960784314
GSE185381,0.240196078431373
GSE185381,0.0980392156862745
GSE185381,0.205882352941177
GSE185381,0.0147058823529412
GSE185381,0.137254901960784
GSE185381,-0.144607843137255
GSE185381,0.154411764705882
GSE185381,0.159313725490196
GSE185381,0.0833333333333333
GSE185381,0.071078431372549
GSE185381,-0.053921568627451
GSE185381,0.25
GSE185381,-0.186274509803922
GSE185381,0.0220588235294118
GSE185381,-0.0686274509803922
GSE185381,-0.0980392156862745
GSE185381,0.0637254901960784
GSE185381,0.443627450980392
GSE185381,0.436274509803922
GSE185381,0.259803921568627
GSE185381,-0.367647058823529
GSE185381,0.276960784313726
GSE185381,-0.183823529411765
GSE185381,0.230392156862745
GSE185381,-0.110294117647059
GSE185381,-0.0245098039215686
GSE185381,0.125
GSE185381,-0.00490196078431373
GSE185381,0.299019607843137
GSE185381,0.272058823529412
GSE185381,0.0465686274509804
GSE185381,0.0906862745098039
GSE185381,-0.00980392156862745
GSE185381,-0.205882352941177
GSE185381,0.0686274509803922
GSE185381,0.139705882352941
GSE185381,0.291666666666667
GSE185381,0.0661764705882353
GSE185381,-0.161764705882353
GSE185381,0.110294117647059
GSE185381,0.32843137254902
GSE185381,0.110294117647059
GSE185381,0.333333333333333
GSE185381,0.242647058823529
GSE185381,0.529411764705882
GSE185381,0.0441176470588235
GSE185381,0.0637254901960784
GSE185381,-0.120098039215686
GSE185381,-0.154411764705882
GSE185381,-0.115196078431373
GSE185381,-0.0147058823529412
GSE185381,0.0661764705882353
GSE185381,0.477941176470588
GSE185381,0.20343137254902
GSE185381,-0.0563725490196079
GSE185381,0.181372549019608
GSE185381,0.154411764705882
GSE185381,0.0735294117647059
GSE185381,0.308823529411765
GSE185381,-0.00980392156862745
GSE185381,0.465686274509804
GSE185381,0.188725490196078
GSE185381,0.186274509803922
GSE185381,0.267156862745098
GSE185381,-0.0294117647058824
GSE185381,-0.259803921568627
GSE185381,0.181372549019608
GSE185381,0.181372549019608
GSE185381,0.0122549019607843
GSE185381,0.110294117647059
GSE185381,0.178921568627451
GSE185381,-0.00735294117647059
GSE185381,0.0343137254901961
GSE185381,0.105392156862745
GSE185381,0.115196078431373
GSE185381,-0.225490196078431
GSE185381,-0.0637254901960784
GSE185381,0.169117647058824
GSE185381,-0.0465686274509804
GSE185381,0.28921568627451
GSE185381,0.151960784313726
GSE185381,0.360294117647059
GSE185381,0.117647058823529
GSE185381,0.139705882352941
GSE185381,0.247549019607843
GSE185381,-0.0637254901960784
GSE185381,-0.00980392156862745
GSE185381,0.149509803921569
GSE185381,0.208333333333333
GSE185381,0.0686274509803922
GSE185381,0.240196078431373
GSE185381,0.272058823529412
GSE185381,-0.259803921568627
GSE185381,0.183823529411765
GSE185381,0.269607843137255
GSE185381,0.21078431372549
GSE185381,0.151960784313726
GSE185381,-0.0294117647058824
GSE185381,0.151960784313726
GSE185381,-0.0294117647058824
GSE185381,0.370098039215686
GSE185381,0.174019607843137
GSE185381,-0.397058823529412
